observation_date,CCUSMA02RUM618N
2006-01-01,28.4121999999999986
2006-02-01,28.1967999999999996
2006-03-01,27.8777000000000008
2006-04-01,27.5723999999999982
2006-05-01,27.0578000000000003
2006-06-01,26.9838999999999984
2006-07-01,26.9149999999999991
2006-08-01,26.7652999999999999
2006-09-01,26.7441999999999993
2006-10-01,26.8557999999999986
2006-11-01,26.6238999999999990
2006-12-01,26.2865000000000002
2007-01-01,26.4749000000000017
2007-02-01,26.3351000000000006
2007-03-01,26.1108000000000011
2007-04-01,25.8419999999999987
2007-05-01,25.8183000000000007
2007-06-01,25.9255999999999993
2007-07-01,25.5564000000000000
2007-08-01,25.6305000000000014
2007-09-01,25.3430499986156050
2007-10-01,24.8938974195526974
2007-11-01,24.4736820586853057
2007-12-01,24.5659149336315998
2008-01-01,24.5011000000000010
2008-02-01,24.5347000000000008
2008-03-01,23.7606999999999999
2008-04-01,23.5126999999999988
2008-05-01,23.7293999999999983
2008-06-01,23.6375999999999991
2008-07-01,23.3505000000000003
2008-08-01,24.1313999999999993
2008-09-01,25.2836999999999996
2008-10-01,26.3511999999999986
2008-11-01,27.3100999999999985
2008-12-01,28.1313999999999993
2009-01-01,31.4714999999999989
2009-02-01,35.7597000000000023
2009-03-01,34.6664999999999992
2009-04-01,33.5553999999999988
2009-05-01,32.0576000000000008
2009-06-01,31.0261999999999993
2009-07-01,31.5152000000000001
2009-08-01,31.6275000000000013
2009-09-01,30.8113999999999990
2009-10-01,29.4747999999999983
2009-11-01,28.9831000000000003
2009-12-01,29.9354000000000013
2010-01-01,29.9436999999999998
2010-02-01,30.1884000000000015
2010-03-01,29.5643999999999991
2010-04-01,29.1980000000000004
2010-05-01,30.3512022253438012
2010-06-01,31.1673803131406011
2010-07-01,30.6846999999999994
2010-08-01,30.3421056160551963
2010-09-01,30.8359723135631043
2010-10-01,30.3197669909652987
2010-11-01,30.9671999999999983
2010-12-01,30.8521566006032977
2011-01-01,30.0842999999999989
2011-02-01,29.2942000000000000
2011-03-01,28.4308000000000014
2011-04-01,28.1039658169971993
2011-05-01,27.8695647992584945
2011-06-01,27.9840581618384014
2011-07-01,27.8998790160716013
2011-08-01,28.7672999999999988
2011-09-01,30.4905000000000008
2011-10-01,31.3511884787361055
2011-11-01,30.8597000000000001
2011-12-01,31.4526401782607969
2012-01-01,31.5095093616411006
2012-02-01,29.8819592331581987
2012-03-01,29.3958000000000013
2012-04-01,26.4265550641670011
2012-05-01,30.6481999999999992
2012-06-01,32.9132000000000033
2012-07-01,32.5000000000000000
2012-08-01,32.0330000000000013
2012-09-01,31.5272850062338001
2012-10-01,31.0920353002744996
2012-11-01,31.4100796033526031
2012-12-01,30.7403526550732984
2013-01-01,30.2578111249839985
2013-02-01,30.1608371320481012
2013-03-01,30.7983714990945998
2013-04-01,31.3290071613253964
2013-05-01,31.2406147157313967
2013-06-01,32.2777639061442017
2013-07-01,32.7364128846721982
2013-08-01,33.0154278112174993
2013-09-01,32.6284295149345027
2013-10-01,32.0622479332239010
2013-11-01,32.6447999999999965
2013-12-01,32.8939999999999984
2014-01-01,33.4570000000000007
2014-02-01,35.2237000000000009
2014-03-01,36.2109999999999985
2014-04-01,35.6617999999999995
2014-05-01,34.9269000000000034
2014-06-01,34.4065000000000012
2014-07-01,34.6351999999999975
2014-08-01,36.1099728863958944
2014-09-01,37.8695154769403075
2014-10-01,40.7588999999999970
2014-11-01,45.8648973696659041
2014-12-01,55.4131000000000000
2015-01-01,61.6987575066537985
2015-02-01,64.6323693746472969
2015-03-01,60.2342744254407023
2015-04-01,52.8693999999999988
2015-05-01,50.5807000000000002
2015-06-01,54.4998000000000005
2015-07-01,57.0673000000000030
2015-08-01,65.1514999999999986
2015-09-01,66.7661999999999978
2015-10-01,63.0651999999999973
2015-11-01,65.0260000000000105
2015-12-01,69.6603000000000065
2016-01-01,76.2506000000000057
2016-02-01,77.2173999999999978
2016-03-01,70.4711000000000070
2016-04-01,66.6826999999999970
2016-05-01,65.6629999999999967
2016-06-01,65.3059999999999974
2016-07-01,64.3340000000000032
2016-08-01,64.9231000000000051
2016-09-01,64.5975999999999999
2016-10-01,62.6798000000000002
2016-11-01,64.3611999999999966
2016-12-01,62.1846999999999994
2017-01-01,59.9558000000000035
2017-02-01,58.3920999999999992
2017-03-01,58.1037000000000035
2017-04-01,56.4299999999999997
2017-05-01,57.1700000000000017
2017-06-01,57.8184987686502936
2017-07-01,59.6683839702776027
2017-08-01,59.6468081739681040
2017-09-01,57.6938982621205980
2017-10-01,57.7298540771854007
2017-11-01,58.9181709698612934
2017-12-01,58.5863999999999976
2018-01-01,56.7843000000000018
2018-02-01,56.8076000000000008
2018-03-01,57.0330999999999975
2018-04-01,60.4268000000000001
2018-05-01,62.2062000000000026
2018-06-01,62.7115000000000009
2018-07-01,62.8815000000000026
2018-08-01,66.0943999999999932
2018-09-01,67.6466999999999956
2018-10-01,65.8853000000000009
2018-11-01,66.2374999999999972
2018-12-01,67.3027000000000015
2019-01-01,67.3328000000000060
2019-02-01,65.8593000000000046
2019-03-01,65.1428999999999974
2019-04-01,64.6170000000000044
2019-05-01,64.8152000000000044
2019-06-01,64.2245999999999952
2019-07-01,63.1983000000000033
2019-08-01,65.5277999999999992
2019-09-01,64.9795000000000016
2019-10-01,64.3538999999999959
2019-11-01,63.8650000000000020
2019-12-01,62.9356000000000009
2020-01-01,61.7807999999999993
2020-02-01,63.8776000000000010
2020-03-01,73.1479999999999961
2020-04-01,75.2168999999999954
2020-05-01,72.6110000000000042
2020-06-01,69.2216999999999985
2020-07-01,71.2824999999999989
2020-08-01,73.7969999999999970
2020-09-01,75.6513000000000062
2020-10-01,77.5887000000000029
2020-11-01,77.0330000000000013
2020-12-01,74.0503999999999962
2021-01-01,74.2246999999999986
2021-02-01,74.3794000000000040
2021-03-01,74.4093000000000018
2021-04-01,76.0923999999999978
2021-05-01,74.0420000000000016
2021-06-01,72.5083000000000055
2021-07-01,73.9174000000000007
2021-08-01,73.5929000000000002
2021-09-01,72.8910000000000053
2021-10-01,71.4920000000000044
2021-11-01,72.5863999999999976
2021-12-01,73.7163999999999930
2022-01-01,75.8682000000000016
2022-02-01,77.3412000000000006
2022-03-01,103.6808000000000050
2022-04-01,77.8088999999999942
2022-05-01,64.6393000000000058
2022-06-01,57.1764000000000010
2022-07-01,58.0842999999999989
2022-08-01,60.3487000000000009
2022-09-01,59.7916000000000025
2022-10-01,60.8635999999999981
2022-11-01,60.8748999999999967
2022-12-01,65.3413999999999930
2023-01-01,69.2263999999999982
2023-02-01,73.0046999999999997
2023-03-01,76.0824999999999960
2023-04-01,80.8803000000000054
2023-05-01,78.9367000000000019
2023-06-01,83.1467999999999989
2023-07-01,90.4164999999999992
2023-08-01,95.2629000000000019
2023-09-01,96.6494000000000000
2023-10-01,97.0067999999999984
2023-11-01,90.5715000000000003
2023-12-01,90.7596000000000060
2024-01-01,88.9825000000000017
2024-02-01,91.6102999999999952
2024-03-01,91.6941000000000059
2024-04-01,92.8855999999999966
2024-05-01,90.8704000000000036
2024-06-01,88.0459000000000032
